District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age Group,Gender,Population under 16 years of age living with,Number
 Mahottari,,,,,,   05 - 09 Years,  Male,Mother,3659
 Mahottari,,,,,,   05 - 09 Years,  Male,Father,139
 Mahottari,,,,,,   05 - 09 Years,  Male,Father and step mother,33
 Mahottari,,,,,,   05 - 09 Years,  Male,Mother and step father,8
 Mahottari,,,,,,   05 - 09 Years,  Male,Other relatives,15
 Mahottari,,,,,,   05 - 09 Years,  Male,Employer,1
 Mahottari,,,,,,   05 - 09 Years,  Male,Others,217
 Mahottari,,,,,,   05 - 09 Years,  Male,Not stated,330
 Mahottari,,,,,,   10 - 15 Years,  Male,Parents,46413
 Mahottari,,,,,,   10 - 15 Years,  Male,Mother,4061
 Mahottari,,,,,,   10 - 15 Years,  Male,Father,329
 Mahottari,,,,,,   10 - 15 Years,  Male,Father and step mother,68
 Mahottari,,,,,,   10 - 15 Years,  Male,Mother and step father,0
 Mahottari,,,,,,   10 - 15 Years,  Male,Other relatives,107
 Mahottari,,,,,,   10 - 15 Years,  Male,Employer,26
 Mahottari,,,,,,   10 - 15 Years,  Male,Others,362
 Mahottari,,,,,,   10 - 15 Years,  Male,Not stated,497
 Mahottari,,,,,,   Under 1 Year,  Female,Parents,5556
 Mahottari,,,,,,   Under 1 Year,  Female,Mother,368
 Mahottari,,,,,,   Under 1 Year,  Female,Father,0
 Mahottari,,,,,,   Under 1 Year,  Female,Father and step mother,0
 Mahottari,,,,,,   Under 1 Year,  Female,Mother and step father,0
 Mahottari,,,,,,   Under 1 Year,  Female,Other relatives,0
 Mahottari,,,,,,   Under 1 Year,  Female,Employer,0
 Mahottari,,,,,,   Under 1 Year,  Female,Others,9
 Mahottari,,,,,,   Under 1 Year,  Female,Not stated,73
 Mahottari,,,,,,   01 - 04 Years,  Female,Parents,27046
 Mahottari,,,,,,   01 - 04 Years,  Female,Mother,1870
 Mahottari,,,,,,   01 - 04 Years,  Female,Father,24
 Mahottari,,,,,,   01 - 04 Years,  Female,Father and step mother,9
 Mahottari,,,,,,   01 - 04 Years,  Female,Mother and step father,0
 Mahottari,,,,,,   01 - 04 Years,  Female,Other relatives,2
 Mahottari,,,,,,   01 - 04 Years,  Female,Employer,8
 Mahottari,,,,,,   01 - 04 Years,  Female,Others,108
 Mahottari,,,,,,   01 - 04 Years,  Female,Not stated,230
 Mahottari,,,,,,   05 - 09 Years,  Female,Parents,40736
 Mahottari,,,,,,   05 - 09 Years,  Female,Mother,3010
 Mahottari,,,,,,   05 - 09 Years,  Female,Father,144
 Mahottari,,,,,,   05 - 09 Years,  Female,Father and step mother,16
 Mahottari,,,,,,   05 - 09 Years,  Female,Mother and step father,0
 Mahottari,,,,,,   05 - 09 Years,  Female,Other relatives,60
 Mahottari,,,,,,   05 - 09 Years,  Female,Employer,8
 Mahottari,,,,,,   05 - 09 Years,  Female,Others,90
 Mahottari,,,,,,   05 - 09 Years,  Female,Not stated,318
 Mahottari,,,,,,   10 - 15 Years,  Female,Parents,43717
 Mahottari,,,,,,   10 - 15 Years,  Female,Mother,3876
 Mahottari,,,,,,   10 - 15 Years,  Female,Father,324
 Mahottari,,,,,,   10 - 15 Years,  Female,Father and step mother,74
 Mahottari,,,,,,   10 - 15 Years,  Female,Mother and step father,0
 Mahottari,,,,,,   10 - 15 Years,  Female,Other relatives,116
 Mahottari,,,,,,   10 - 15 Years,  Female,Employer,8
 Mahottari,,,,,,   10 - 15 Years,  Female,Others,414
 Mahottari,,,,,,   10 - 15 Years,  Female,Not stated,567
 Sarlahi,,,,,,   Under 1 Year,  Male,Parents,7305
 Sarlahi,,,,,,   Under 1 Year,  Male,Mother,102
 Sarlahi,,,,,,   Under 1 Year,  Male,Father,0
 Sarlahi,,,,,,   Under 1 Year,  Male,Father and step mother,0
 Sarlahi,,,,,,   Under 1 Year,  Male,Mother and step father,0
 Sarlahi,,,,,,   Under 1 Year,  Male,Other relatives,9
 Sarlahi,,,,,,   Under 1 Year,  Male,Employer,0
 Sarlahi,,,,,,   Under 1 Year,  Male,Others,33
 Sarlahi,,,,,,   Under 1 Year,  Male,Not stated,162
 Sarlahi,,,,,,   01 - 04 Years,  Male,Parents,35128
 Sarlahi,,,,,,   01 - 04 Years,  Male,Mother,797
 Sarlahi,,,,,,   01 - 04 Years,  Male,Father,57
 Sarlahi,,,,,,   01 - 04 Years,  Male,Father and step mother,1
 Sarlahi,,,,,,   01 - 04 Years,  Male,Mother and step father,8
 Sarlahi,,,,,,   01 - 04 Years,  Male,Other relatives,24
 Sarlahi,,,,,,   01 - 04 Years,  Male,Employer,8
 Sarlahi,,,,,,   01 - 04 Years,  Male,Others,121
 Sarlahi,,,,,,   01 - 04 Years,  Male,Not stated,452
 Sarlahi,,,,,,   05 - 09 Years,  Male,Parents,53283
 Sarlahi,,,,,,   05 - 09 Years,  Male,Mother,1408
 Sarlahi,,,,,,   05 - 09 Years,  Male,Father,108
 Sarlahi,,,,,,   05 - 09 Years,  Male,Father and step mother,17
 Sarlahi,,,,,,   05 - 09 Years,  Male,Mother and step father,0
 Sarlahi,,,,,,   05 - 09 Years,  Male,Other relatives,109
 Sarlahi,,,,,,   05 - 09 Years,  Male,Employer,8
 Sarlahi,,,,,,   05 - 09 Years,  Male,Others,278
 Sarlahi,,,,,,   05 - 09 Years,  Male,Not stated,477
 Sarlahi,,,,,,   10 - 15 Years,  Male,Parents,58982
 Sarlahi,,,,,,   10 - 15 Years,  Male,Mother,2380
 Sarlahi,,,,,,   10 - 15 Years,  Male,Father,401
 Sarlahi,,,,,,   10 - 15 Years,  Male,Father and step mother,122
 Sarlahi,,,,,,   10 - 15 Years,  Male,Mother and step father,10
 Sarlahi,,,,,,   10 - 15 Years,  Male,Other relatives,204
 Sarlahi,,,,,,   10 - 15 Years,  Male,Employer,57
 Sarlahi,,,,,,   10 - 15 Years,  Male,Others,640
 Sarlahi,,,,,,   10 - 15 Years,  Male,Not stated,759
 Sarlahi,,,,,,   Under 1 Year,  Female,Parents,6769
 Sarlahi,,,,,,   Under 1 Year,  Female,Mother,128
 Sarlahi,,,,,,   Under 1 Year,  Female,Father,8
 Sarlahi,,,,,,   Under 1 Year,  Female,Father and step mother,17
 Sarlahi,,,,,,   Under 1 Year,  Female,Mother and step father,0
 Sarlahi,,,,,,   Under 1 Year,  Female,Other relatives,0
 Sarlahi,,,,,,   Under 1 Year,  Female,Employer,0
 Sarlahi,,,,,,   Under 1 Year,  Female,Others,8
 Sarlahi,,,,,,   Under 1 Year,  Female,Not stated,145
 Sarlahi,,,,,,   01 - 04 Years,  Female,Parents,34212
 Sarlahi,,,,,,   01 - 04 Years,  Female,Mother,688
 Sarlahi,,,,,,   01 - 04 Years,  Female,Father,8
 Sarlahi,,,,,,   01 - 04 Years,  Female,Father and step mother,0
 Sarlahi,,,,,,   01 - 04 Years,  Female,Mother and step father,8
 Sarlahi,,,,,,   01 - 04 Years,  Female,Other relatives,16
 Sarlahi,,,,,,   01 - 04 Years,  Female,Employer,0
 Sarlahi,,,,,,   01 - 04 Years,  Female,Others,201
 Sarlahi,,,,,,   01 - 04 Years,  Female,Not stated,424
 Sarlahi,,,,,,   05 - 09 Years,  Female,Parents,50756
 Sarlahi,,,,,,   05 - 09 Years,  Female,Mother,1362
 Sarlahi,,,,,,   05 - 09 Years,  Female,Father,114
 Sarlahi,,,,,,   05 - 09 Years,  Female,Father and step mother,64
 Sarlahi,,,,,,   05 - 09 Years,  Female,Mother and step father,0
 Sarlahi,,,,,,   05 - 09 Years,  Female,Other relatives,104
 Sarlahi,,,,,,   05 - 09 Years,  Female,Employer,0
 Sarlahi,,,,,,   05 - 09 Years,  Female,Others,387
 Sarlahi,,,,,,   05 - 09 Years,  Female,Not stated,613
 Sarlahi,,,,,,   10 - 15 Years,  Female,Parents,54907
 Sarlahi,,,,,,   10 - 15 Years,  Female,Mother,2342
 Sarlahi,,,,,,   10 - 15 Years,  Female,Father,411
 Sarlahi,,,,,,   10 - 15 Years,  Female,Father and step mother,74
 Sarlahi,,,,,,   10 - 15 Years,  Female,Mother and step father,9
 Sarlahi,,,,,,   10 - 15 Years,  Female,Other relatives,180
 Sarlahi,,,,,,   10 - 15 Years,  Female,Employer,26
 Sarlahi,,,,,,   10 - 15 Years,  Female,Others,524
 Sarlahi,,,,,,   10 - 15 Years,  Female,Not stated,819
 Sindhuli,,,,,,   Under 1 Year,  Male,Parents,2712
 Sindhuli,,,,,,   Under 1 Year,  Male,Mother,219
 Sindhuli,,,,,,   Under 1 Year,  Male,Father,0
 Sindhuli,,,,,,   Under 1 Year,  Male,Father and step mother,0
 Sindhuli,,,,,,   Under 1 Year,  Male,Mother and step father,0
 Sindhuli,,,,,,   Under 1 Year,  Male,Other relatives,16
 Sindhuli,,,,,,   Under 1 Year,  Male,Employer,0
 Sindhuli,,,,,,   Under 1 Year,  Male,Others,8
 Sindhuli,,,,,,   Under 1 Year,  Male,Not stated,8
 Sindhuli,,,,,,   01 - 04 Years,  Male,Parents,11542
 Sindhuli,,,,,,   01 - 04 Years,  Male,Mother,948
 Sindhuli,,,,,,   01 - 04 Years,  Male,Father,40
 Sindhuli,,,,,,   01 - 04 Years,  Male,Father and step mother,16
 Sindhuli,,,,,,   01 - 04 Years,  Male,Mother and step father,8
 Sindhuli,,,,,,   01 - 04 Years,  Male,Other relatives,48
 Sindhuli,,,,,,   01 - 04 Years,  Male,Employer,0
 Sindhuli,,,,,,   01 - 04 Years,  Male,Others,159
 Sindhuli,,,,,,   01 - 04 Years,  Male,Not stated,56
 Sindhuli,,,,,,   05 - 09 Years,  Male,Parents,17772
 Sindhuli,,,,,,   05 - 09 Years,  Male,Mother,1715
 Sindhuli,,,,,,   05 - 09 Years,  Male,Father,152
 Sindhuli,,,,,,   05 - 09 Years,  Male,Father and step mother,57
 Sindhuli,,,,,,   05 - 09 Years,  Male,Mother and step father,0
 Sindhuli,,,,,,   05 - 09 Years,  Male,Other relatives,194
 Sindhuli,,,,,,   05 - 09 Years,  Male,Employer,0
 Sindhuli,,,,,,   05 - 09 Years,  Male,Others,290
 Sindhuli,,,,,,   05 - 09 Years,  Male,Not stated,167
 Sindhuli,,,,,,   10 - 15 Years,  Male,Parents,22837
 Sindhuli,,,,,,   10 - 15 Years,  Male,Mother,1806
 Sindhuli,,,,,,   10 - 15 Years,  Male,Father,240
 Sindhuli,,,,,,   10 - 15 Years,  Male,Father and step mother,191
 Sindhuli,,,,,,   10 - 15 Years,  Male,Mother and step father,16
 Sindhuli,,,,,,   10 - 15 Years,  Male,Other relatives,316
 Sindhuli,,,,,,   10 - 15 Years,  Male,Employer,56
 Sindhuli,,,,,,   10 - 15 Years,  Male,Others,489
 Sindhuli,,,,,,   10 - 15 Years,  Male,Not stated,119
 Sindhuli,,,,,,   Under 1 Year,  Female,Parents,2595
 Sindhuli,,,,,,   Under 1 Year,  Female,Mother,159
 Sindhuli,,,,,,   Under 1 Year,  Female,Father,0
 Sindhuli,,,,,,   Under 1 Year,  Female,Father and step mother,0
 Sindhuli,,,,,,   Under 1 Year,  Female,Mother and step father,0
 Sindhuli,,,,,,   Under 1 Year,  Female,Other relatives,8
 Sindhuli,,,,,,   Under 1 Year,  Female,Employer,0
 Sindhuli,,,,,,   Under 1 Year,  Female,Others,0
 Sindhuli,,,,,,   Under 1 Year,  Female,Not stated,23
 Sindhuli,,,,,,   01 - 04 Years,  Female,Parents,11004
 Sindhuli,,,,,,   01 - 04 Years,  Female,Mother,1030
 Sindhuli,,,,,,   01 - 04 Years,  Female,Father,39
 Sindhuli,,,,,,   01 - 04 Years,  Female,Father and step mother,0
 Sindhuli,,,,,,   01 - 04 Years,  Female,Mother and step father,0
 Sindhuli,,,,,,   01 - 04 Years,  Female,Other relatives,73
 Sindhuli,,,,,,   01 - 04 Years,  Female,Employer,0
 Sindhuli,,,,,,   01 - 04 Years,  Female,Others,114
 Sindhuli,,,,,,   01 - 04 Years,  Female,Not stated,55
 Sindhuli,,,,,,   05 - 09 Years,  Female,Parents,17690
 Sindhuli,,,,,,   05 - 09 Years,  Female,Mother,1710
 Sindhuli,,,,,,   05 - 09 Years,  Female,Father,132
 Sindhuli,,,,,,   05 - 09 Years,  Female,Father and step mother,25
 Sindhuli,,,,,,   05 - 09 Years,  Female,Mother and step father,0
 Sindhuli,,,,,,   05 - 09 Years,  Female,Other relatives,119
 Sindhuli,,,,,,   05 - 09 Years,  Female,Employer,0
 Sindhuli,,,,,,   05 - 09 Years,  Female,Others,327
 Sindhuli,,,,,,   05 - 09 Years,  Female,Not stated,58
 Sindhuli,,,,,,   10 - 15 Years,  Female,Parents,23037
 Sindhuli,,,,,,   10 - 15 Years,  Female,Mother,1835
 Sindhuli,,,,,,   10 - 15 Years,  Female,Father,356
 Sindhuli,,,,,,   10 - 15 Years,  Female,Father and step mother,143
 Sindhuli,,,,,,   10 - 15 Years,  Female,Mother and step father,16
 Sindhuli,,,,,,   10 - 15 Years,  Female,Other relatives,301
 Sindhuli,,,,,,   10 - 15 Years,  Female,Employer,16
 Sindhuli,,,,,,   10 - 15 Years,  Female,Others,611
 Sindhuli,,,,,,   10 - 15 Years,  Female,Not stated,181
 Ramechhap,,,,,,   Under 1 Year,  Male,Parents,1406
 Ramechhap,,,,,,   Under 1 Year,  Male,Mother,56
 Ramechhap,,,,,,   Under 1 Year,  Male,Father,0
 Ramechhap,,,,,,   Under 1 Year,  Male,Father and step mother,0
 Ramechhap,,,,,,   Under 1 Year,  Male,Mother and step father,0
 Ramechhap,,,,,,   Under 1 Year,  Male,Other relatives,0
 Ramechhap,,,,,,   Under 1 Year,  Male,Employer,0
 Ramechhap,,,,,,   Under 1 Year,  Male,Others,0
 Ramechhap,,,,,,   Under 1 Year,  Male,Not stated,32
 Ramechhap,,,,,,   01 - 04 Years,  Male,Parents,5706
 Ramechhap,,,,,,   01 - 04 Years,  Male,Mother,598
 Ramechhap,,,,,,   01 - 04 Years,  Male,Father,25
 Ramechhap,,,,,,   01 - 04 Years,  Male,Father and step mother,8
 Ramechhap,,,,,,   01 - 04 Years,  Male,Mother and step father,0
 Ramechhap,,,,,,   01 - 04 Years,  Male,Other relatives,25
 Ramechhap,,,,,,   01 - 04 Years,  Male,Employer,0
 Ramechhap,,,,,,   01 - 04 Years,  Male,Others,25
 Ramechhap,,,,,,   01 - 04 Years,  Male,Not stated,143
 Ramechhap,,,,,,   05 - 09 Years,  Male,Parents,10309
 Ramechhap,,,,,,   05 - 09 Years,  Male,Mother,821
 Ramechhap,,,,,,   05 - 09 Years,  Male,Father,82
 Ramechhap,,,,,,   05 - 09 Years,  Male,Father and step mother,25
 Ramechhap,,,,,,   05 - 09 Years,  Male,Mother and step father,0
 Ramechhap,,,,,,   05 - 09 Years,  Male,Other relatives,58
 Ramechhap,,,,,,   05 - 09 Years,  Male,Employer,0
 Ramechhap,,,,,,   05 - 09 Years,  Male,Others,131
 Ramechhap,,,,,,   05 - 09 Years,  Male,Not stated,189
 Ramechhap,,,,,,   10 - 15 Years,  Male,Parents,15360
 Ramechhap,,,,,,   10 - 15 Years,  Male,Mother,1317
 Ramechhap,,,,,,   10 - 15 Years,  Male,Father,198
 Ramechhap,,,,,,   10 - 15 Years,  Male,Father and step mother,74
 Ramechhap,,,,,,   10 - 15 Years,  Male,Mother and step father,0
 Ramechhap,,,,,,   10 - 15 Years,  Male,Other relatives,140
 Ramechhap,,,,,,   10 - 15 Years,  Male,Employer,0
 Ramechhap,,,,,,   10 - 15 Years,  Male,Others,214
 Ramechhap,,,,,,   10 - 15 Years,  Male,Not stated,181
 Ramechhap,,,,,,   Under 1 Year,  Female,Parents,1383
 Ramechhap,,,,,,   Under 1 Year,  Female,Mother,98
 Ramechhap,,,,,,   Under 1 Year,  Female,Father,16
 Ramechhap,,,,,,   Under 1 Year,  Female,Father and step mother,0
 Ramechhap,,,,,,   Under 1 Year,  Female,Mother and step father,0
 Ramechhap,,,,,,   Under 1 Year,  Female,Other relatives,0
 Ramechhap,,,,,,   Under 1 Year,  Female,Employer,0
 Ramechhap,,,,,,   Under 1 Year,  Female,Others,0
 Ramechhap,,,,,,   Under 1 Year,  Female,Not stated,25
 Ramechhap,,,,,,   01 - 04 Years,  Female,Parents,5835
 Ramechhap,,,,,,   01 - 04 Years,  Female,Mother,479
 Ramechhap,,,,,,   01 - 04 Years,  Female,Father,8
 Ramechhap,,,,,,   01 - 04 Years,  Female,Father and step mother,8
 Ramechhap,,,,,,   01 - 04 Years,  Female,Mother and step father,8
 Ramechhap,,,,,,   01 - 04 Years,  Female,Other relatives,8
 Ramechhap,,,,,,   01 - 04 Years,  Female,Employer,0
 Ramechhap,,,,,,   01 - 04 Years,  Female,Others,31
 Ramechhap,,,,,,   01 - 04 Years,  Female,Not stated,100
 Ramechhap,,,,,,   05 - 09 Years,  Female,Parents,10285
 Ramechhap,,,,,,   05 - 09 Years,  Female,Mother,865
 Ramechhap,,,,,,   05 - 09 Years,  Female,Father,24
 Ramechhap,,,,,,   05 - 09 Years,  Female,Father and step mother,33
 Ramechhap,,,,,,   05 - 09 Years,  Female,Mother and step father,0
 Ramechhap,,,,,,   05 - 09 Years,  Female,Other relatives,33
 Ramechhap,,,,,,   05 - 09 Years,  Female,Employer,0
 Ramechhap,,,,,,   05 - 09 Years,  Female,Others,98
 Ramechhap,,,,,,   05 - 09 Years,  Female,Not stated,98
 Ramechhap,,,,,,   10 - 15 Years,  Female,Parents,16381
 Ramechhap,,,,,,   10 - 15 Years,  Female,Mother,1373
 Ramechhap,,,,,,   10 - 15 Years,  Female,Father,160
 Ramechhap,,,,,,   10 - 15 Years,  Female,Father and step mother,40
 Ramechhap,,,,,,   10 - 15 Years,  Female,Mother and step father,24
 Ramechhap,,,,,,   10 - 15 Years,  Female,Other relatives,96
 Ramechhap,,,,,,   10 - 15 Years,  Female,Employer,32
 Ramechhap,,,,,,   10 - 15 Years,  Female,Others,303
 Ramechhap,,,,,,   10 - 15 Years,  Female,Not stated,208
 Dolakha,,,,,,   Under 1 Year,  Male,Parents,1442
 Dolakha,,,,,,   Under 1 Year,  Male,Mother,73
 Dolakha,,,,,,   Under 1 Year,  Male,Father,0
 Dolakha,,,,,,   Under 1 Year,  Male,Father and step mother,0
 Dolakha,,,,,,   Under 1 Year,  Male,Mother and step father,0
 Dolakha,,,,,,   Under 1 Year,  Male,Other relatives,8
 Dolakha,,,,,,   Under 1 Year,  Male,Employer,0
 Dolakha,,,,,,   Under 1 Year,  Male,Others,1
 Dolakha,,,,,,   Under 1 Year,  Male,Not stated,0
 Dolakha,,,,,,   01 - 04 Years,  Male,Parents,5766
 Dolakha,,,,,,   01 - 04 Years,  Male,Mother,502
 Dolakha,,,,,,   01 - 04 Years,  Male,Father,18
 Dolakha,,,,,,   01 - 04 Years,  Male,Father and step mother,2
 Dolakha,,,,,,   01 - 04 Years,  Male,Mother and step father,0
 Dolakha,,,,,,   01 - 04 Years,  Male,Other relatives,27
 Dolakha,,,,,,   01 - 04 Years,  Male,Employer,0
 Dolakha,,,,,,   01 - 04 Years,  Male,Others,82
 Dolakha,,,,,,   01 - 04 Years,  Male,Not stated,17
 Dolakha,,,,,,   05 - 09 Years,  Male,Parents,9348
 Dolakha,,,,,,   05 - 09 Years,  Male,Mother,776
 Dolakha,,,,,,   05 - 09 Years,  Male,Father,93
 Dolakha,,,,,,   05 - 09 Years,  Male,Father and step mother,50
 Dolakha,,,,,,   05 - 09 Years,  Male,Mother and step father,0
 Dolakha,,,,,,   05 - 09 Years,  Male,Other relatives,58
 Dolakha,,,,,,   05 - 09 Years,  Male,Employer,0
 Dolakha,,,,,,   05 - 09 Years,  Male,Others,90
 Dolakha,,,,,,   05 - 09 Years,  Male,Not stated,10
 Dolakha,,,,,,   10 - 15 Years,  Male,Parents,13652
 Dolakha,,,,,,   10 - 15 Years,  Male,Mother,1055
 Dolakha,,,,,,   10 - 15 Years,  Male,Father,201
 Dolakha,,,,,,   10 - 15 Years,  Male,Father and step mother,77
 Dolakha,,,,,,   10 - 15 Years,  Male,Mother and step father,18
 Dolakha,,,,,,   10 - 15 Years,  Male,Other relatives,99
 Dolakha,,,,,,   10 - 15 Years,  Male,Employer,28
 Dolakha,,,,,,   10 - 15 Years,  Male,Others,188
 Dolakha,,,,,,   10 - 15 Years,  Male,Not stated,14
 Dolakha,,,,,,   Under 1 Year,  Female,Parents,1446
 Dolakha,,,,,,   Under 1 Year,  Female,Mother,59
 Dolakha,,,,,,   Under 1 Year,  Female,Father,0
 Dolakha,,,,,,   Under 1 Year,  Female,Father and step mother,0
 Dolakha,,,,,,   Under 1 Year,  Female,Mother and step father,0
 Dolakha,,,,,,   Under 1 Year,  Female,Other relatives,0
 Dolakha,,,,,,   Under 1 Year,  Female,Employer,0
 Dolakha,,,,,,   Under 1 Year,  Female,Others,1
 Dolakha,,,,,,   Under 1 Year,  Female,Not stated,2
 Dolakha,,,,,,   01 - 04 Years,  Female,Parents,5562
 Dolakha,,,,,,   01 - 04 Years,  Female,Mother,607
 Dolakha,,,,,,   01 - 04 Years,  Female,Father,28
 Dolakha,,,,,,   01 - 04 Years,  Female,Father and step mother,0
 Dolakha,,,,,,   01 - 04 Years,  Female,Mother and step father,0
 Dolakha,,,,,,   01 - 04 Years,  Female,Other relatives,26
 Dolakha,,,,,,   01 - 04 Years,  Female,Employer,0
 Dolakha,,,,,,   01 - 04 Years,  Female,Others,65
 Dolakha,,,,,,   01 - 04 Years,  Female,Not stated,0
 Dolakha,,,,,,   05 - 09 Years,  Female,Parents,9426
 Dolakha,,,,,,   05 - 09 Years,  Female,Mother,729
 Dolakha,,,,,,   05 - 09 Years,  Female,Father,83
 Dolakha,,,,,,   05 - 09 Years,  Female,Father and step mother,18
 Dolakha,,,,,,   05 - 09 Years,  Female,Mother and step father,26
 Dolakha,,,,,,   05 - 09 Years,  Female,Other relatives,32
 Dolakha,,,,,,   05 - 09 Years,  Female,Employer,0
 Dolakha,,,,,,   05 - 09 Years,  Female,Others,139
 Dolakha,,,,,,   05 - 09 Years,  Female,Not stated,1
 Dolakha,,,,,,   10 - 15 Years,  Female,Parents,13528
 Dolakha,,,,,,   10 - 15 Years,  Female,Mother,1249
 Dolakha,,,,,,   10 - 15 Years,  Female,Father,190
 Dolakha,,,,,,   10 - 15 Years,  Female,Father and step mother,60
 Dolakha,,,,,,   10 - 15 Years,  Female,Mother and step father,40
 Dolakha,,,,,,   10 - 15 Years,  Female,Other relatives,209
 Dolakha,,,,,,   10 - 15 Years,  Female,Employer,23
 Dolakha,,,,,,   10 - 15 Years,  Female,Others,243
 Dolakha,,,,,,   10 - 15 Years,  Female,Not stated,55
 Sindhupalchok,,,,,,   Under 1 Year,  Male,Parents,2036
 Sindhupalchok,,,,,,   Under 1 Year,  Male,Mother,130
 Sindhupalchok,,,,,,   Under 1 Year,  Male,Father,8
 Sindhupalchok,,,,,,   Under 1 Year,  Male,Father and step mother,0
 Sindhupalchok,,,,,,   Under 1 Year,  Male,Mother and step father,0
 Sindhupalchok,,,,,,   Under 1 Year,  Male,Other relatives,0
 Sindhupalchok,,,,,,   Under 1 Year,  Male,Employer,0
 Sindhupalchok,,,,,,   Under 1 Year,  Male,Others,8
 Sindhupalchok,,,,,,   Under 1 Year,  Male,Not stated,77
 Sindhupalchok,,,,,,   01 - 04 Years,  Male,Parents,8672
 Sindhupalchok,,,,,,   01 - 04 Years,  Male,Mother,579
 Sindhupalchok,,,,,,   01 - 04 Years,  Male,Father,80
 Sindhupalchok,,,,,,   01 - 04 Years,  Male,Father and step mother,8
 Sindhupalchok,,,,,,   01 - 04 Years,  Male,Mother and step father,0
 Sindhupalchok,,,,,,   01 - 04 Years,  Male,Other relatives,32
 Sindhupalchok,,,,,,   01 - 04 Years,  Male,Employer,0
 Sindhupalchok,,,,,,   01 - 04 Years,  Male,Others,72
 Sindhupalchok,,,,,,   01 - 04 Years,  Male,Not stated,105
 Sindhupalchok,,,,,,   05 - 09 Years,  Male,Parents,14203
 Sindhupalchok,,,,,,   05 - 09 Years,  Male,Mother,977
 Sindhupalchok,,,,,,   05 - 09 Years,  Male,Father,192
 Sindhupalchok,,,,,,   05 - 09 Years,  Male,Father and step mother,16
 Sindhupalchok,,,,,,   05 - 09 Years,  Male,Mother and step father,8
 Sindhupalchok,,,,,,   05 - 09 Years,  Male,Other relatives,48
 Sindhupalchok,,,,,,   05 - 09 Years,  Male,Employer,0
 Sindhupalchok,,,,,,   05 - 09 Years,  Male,Others,264
 Sindhupalchok,,,,,,   05 - 09 Years,  Male,Not stated,72
 Sindhupalchok,,,,,,   10 - 15 Years,  Male,Parents,19953
 Sindhupalchok,,,,,,   10 - 15 Years,  Male,Mother,1392
 Sindhupalchok,,,,,,   10 - 15 Years,  Male,Father,451
 Sindhupalchok,,,,,,   10 - 15 Years,  Male,Father and step mother,56
 Sindhupalchok,,,,,,   10 - 15 Years,  Male,Mother and step father,0
 Sindhupalchok,,,,,,   10 - 15 Years,  Male,Other relatives,105
 Sindhupalchok,,,,,,   10 - 15 Years,  Male,Employer,32
 Sindhupalchok,,,,,,   10 - 15 Years,  Male,Others,394
 Sindhupalchok,,,,,,   10 - 15 Years,  Male,Not stated,105
 Sindhupalchok,,,,,,   Under 1 Year,  Female,Parents,2082
 Sindhupalchok,,,,,,   Under 1 Year,  Female,Mother,85
 Sindhupalchok,,,,,,   Under 1 Year,  Female,Father,0
 Sindhupalchok,,,,,,   Under 1 Year,  Female,Father and step mother,0
 Sindhupalchok,,,,,,   Under 1 Year,  Female,Mother and step father,0
 Sindhupalchok,,,,,,   Under 1 Year,  Female,Other relatives,0
 Sindhupalchok,,,,,,   Under 1 Year,  Female,Employer,0
 Sindhupalchok,,,,,,   Under 1 Year,  Female,Others,8
 Sindhupalchok,,,,,,   Under 1 Year,  Female,Not stated,42
